TimeStamp,CPU_Freq,Battery_temp,GPU_Load,Time_Diff,Session_ID,Seconds_Run,Temp_Smooth,Temp_Velocity,Stress_Score
1900-01-01 09:05:42,633.6,41.2,0.0,6.0,0,6.0,41.2,0.0,0.33089999999999997
1900-01-01 09:05:45,633.6,41.2,0.0,3.0,0,9.0,41.2,0.0,0.2112
1900-01-01 09:05:47,633.6,41.2,0.0,2.0,0,11.0,41.2,0.0,0.2112
1900-01-01 09:05:49,633.6,40.9,0.0,2.0,0,13.0,41.1,-0.10000000000000142,0.2112
1900-01-01 09:05:52,633.6,40.9,0.0,3.0,0,16.0,41.0,-0.10000000000000142,0.2112
1900-01-01 09:05:54,633.6,40.9,0.0,2.0,0,18.0,40.9,-0.10000000000000142,0.2112
1900-01-01 09:05:56,633.6,40.9,0.0,2.0,0,20.0,40.9,0.0,0.2112
1900-01-01 09:05:59,633.6,40.9,0.0,3.0,0,23.0,40.9,0.0,0.2112
1900-01-01 09:06:01,633.6,40.9,0.0,2.0,0,25.0,40.9,0.0,0.2112
1900-01-01 09:06:03,633.6,40.9,0.0,2.0,0,27.0,40.9,0.0,0.2112
1900-01-01 09:06:06,633.6,39.9,0.0,3.0,0,30.0,40.56666666666666,-0.3333333333333357,0.2112
1900-01-01 09:06:08,633.6,39.8,0.0,2.0,0,32.0,40.199999999999996,-0.36666666666666714,0.2112
1900-01-01 09:06:10,633.6,39.5,0.0,2.0,0,34.0,39.73333333333333,-0.46666666666666856,0.2112
1900-01-01 09:06:13,633.6,39.5,0.0,3.0,0,37.0,39.6,-0.13333333333332575,0.2112
1900-01-01 09:06:15,633.6,39.5,0.0,2.0,0,39.0,39.5,-0.10000000000000142,0.2112
1900-01-01 09:06:17,633.6,39.5,0.0,2.0,0,41.0,39.5,0.0,0.2112
1900-01-01 09:06:20,633.6,38.9,0.0,3.0,0,44.0,39.300000000000004,-0.19999999999999574,0.2112
1900-01-01 09:06:22,633.6,38.9,0.0,2.0,0,46.0,39.1,-0.20000000000000284,0.2112
1900-01-01 09:06:24,633.6,38.9,0.0,2.0,0,48.0,38.9,-0.20000000000000284,0.2112
1900-01-01 09:06:27,633.6,38.9,0.0,3.0,0,51.0,38.9,0.0,0.2112
1900-01-01 09:06:29,633.6,38.9,0.0,2.0,0,53.0,38.9,0.0,0.2112
1900-01-01 09:06:31,633.6,38.9,0.0,2.0,0,55.0,38.9,0.0,0.2112
1900-01-01 09:06:34,633.6,37.9,0.0,3.0,0,58.0,38.56666666666666,-0.3333333333333357,0.2112
1900-01-01 09:06:36,633.6,37.9,0.0,2.0,0,60.0,38.23333333333333,-0.3333333333333357,0.2112
1900-01-01 09:06:38,633.6,37.9,0.0,2.0,0,62.0,37.9,-0.3333333333333286,0.2112
1900-01-01 09:06:41,633.6,37.9,0.0,3.0,0,65.0,37.9,0.0,0.2112
1900-01-01 09:06:43,633.6,37.9,0.0,2.0,0,67.0,37.9,0.0,0.2112
1900-01-01 09:06:45,633.6,37.9,0.0,2.0,0,69.0,37.9,0.0,0.2112
1900-01-01 09:06:48,633.6,37.9,0.0,3.0,0,72.0,37.9,0.0,0.2112
1900-01-01 09:06:50,633.6,37.9,0.0,2.0,0,74.0,37.9,0.0,0.2112
1900-01-01 09:06:52,633.6,36.9,0.0,2.0,0,76.0,37.56666666666666,-0.3333333333333357,0.2112
1900-01-01 09:06:55,633.6,36.9,0.0,3.0,0,79.0,37.23333333333333,-0.3333333333333357,0.2112
1900-01-01 09:06:57,633.6,36.9,0.0,2.0,0,81.0,36.9,-0.3333333333333286,0.2112
1900-01-01 09:06:59,633.6,36.9,0.0,2.0,0,83.0,36.9,0.0,0.2112
1900-01-01 09:07:02,633.6,36.9,0.0,3.0,0,86.0,36.9,0.0,0.2112
1900-01-01 09:07:04,633.6,36.9,0.0,2.0,0,88.0,36.9,0.0,0.2112
1900-01-01 09:07:06,633.6,36.3,0.0,2.0,0,90.0,36.699999999999996,-0.20000000000000284,0.2112
1900-01-01 09:07:08,633.6,36.3,0.0,2.0,0,92.0,36.49999999999999,-0.20000000000000284,0.2112
1900-01-01 09:07:11,633.6,36.3,0.0,3.0,0,95.0,36.3,-0.19999999999999574,0.2112
1900-01-01 09:07:13,633.6,36.3,0.0,2.0,0,97.0,36.3,0.0,0.2112
1900-01-01 09:07:15,633.6,35.9,0.0,2.0,0,99.0,36.166666666666664,-0.13333333333333286,0.2112
1900-01-01 09:07:18,633.6,35.9,0.0,3.0,0,102.0,36.03333333333333,-0.13333333333333286,0.2112
1900-01-01 09:07:20,633.6,35.9,0.0,2.0,0,104.0,35.9,-0.13333333333333286,0.2112
1900-01-01 09:07:22,633.6,35.9,0.0,2.0,0,106.0,35.9,0.0,0.2112
1900-01-01 09:07:25,633.6,35.9,0.0,3.0,0,109.0,35.9,0.0,0.2112
1900-01-01 09:07:27,633.6,35.9,0.0,2.0,0,111.0,35.9,0.0,0.2112
1900-01-01 09:07:29,633.6,35.9,0.0,2.0,0,113.0,35.9,0.0,0.2112
1900-01-01 09:07:32,633.6,35.9,0.0,3.0,0,116.0,35.9,0.0,0.2112
1900-01-01 09:07:34,633.6,35.9,0.0,2.0,0,118.0,35.9,0.0,0.2112
1900-01-01 09:07:36,633.6,35.9,0.0,2.0,0,120.0,35.9,0.0,0.2112
1900-01-01 09:07:38,633.6,35.9,0.0,2.0,0,122.0,35.9,0.0,0.2112
1900-01-01 09:07:41,633.6,34.9,0.0,3.0,0,125.0,35.56666666666666,-0.3333333333333357,0.2112
1900-01-01 09:07:43,633.6,34.9,0.0,2.0,0,127.0,35.23333333333333,-0.3333333333333357,0.2112
1900-01-01 09:07:45,633.6,34.9,0.0,2.0,0,129.0,34.9,-0.3333333333333286,0.2112
1900-01-01 09:07:48,633.6,34.9,0.0,3.0,0,132.0,34.9,0.0,0.2112
1900-01-01 09:07:50,633.6,34.9,0.0,2.0,0,134.0,34.9,0.0,0.2112
1900-01-01 09:07:52,633.6,34.9,0.0,2.0,0,136.0,34.9,0.0,0.2112
1900-01-01 09:07:55,633.6,34.9,0.0,3.0,0,139.0,34.9,0.0,0.2112
1900-01-01 09:07:57,633.6,34.9,0.0,2.0,0,141.0,34.9,0.0,0.2112
1900-01-01 09:07:59,633.6,34.9,0.0,2.0,0,143.0,34.9,0.0,0.2112
1900-01-01 09:08:02,633.6,34.9,0.0,3.0,0,146.0,34.9,0.0,0.2112
1900-01-01 09:08:04,633.6,34.9,0.0,2.0,0,148.0,34.9,0.0,0.2112
1900-01-01 09:08:06,633.6,34.2,0.0,2.0,0,150.0,34.666666666666664,-0.23333333333333428,0.2112
1900-01-01 09:08:08,633.6,34.2,0.0,2.0,0,152.0,34.43333333333333,-0.23333333333333428,0.2112
1900-01-01 09:08:11,633.6,33.9,0.0,3.0,0,155.0,34.1,-0.3333333333333286,0.2112
1900-01-01 09:08:13,633.6,33.9,0.0,2.0,0,157.0,34.0,-0.10000000000000142,0.2112
1900-01-01 09:08:15,633.6,33.9,0.0,2.0,0,159.0,33.9,-0.10000000000000142,0.2112
1900-01-01 09:08:18,633.6,33.9,0.0,3.0,0,162.0,33.9,0.0,0.2112
1900-01-01 09:08:20,633.6,33.9,0.0,2.0,0,164.0,33.9,0.0,0.2112
1900-01-01 09:08:22,633.6,33.9,0.0,2.0,0,166.0,33.9,0.0,0.2112
1900-01-01 09:08:25,633.6,33.9,0.0,3.0,0,169.0,33.9,0.0,0.2112
1900-01-01 09:08:27,633.6,33.9,0.0,2.0,0,171.0,33.9,0.0,0.2112
1900-01-01 09:08:29,633.6,33.9,0.0,2.0,0,173.0,33.9,0.0,0.2112
1900-01-01 09:08:31,633.6,33.9,0.0,2.0,0,175.0,33.9,0.0,0.2112
1900-01-01 09:08:34,633.6,33.9,0.0,3.0,0,178.0,33.9,0.0,0.2112
1900-01-01 09:08:36,633.6,33.9,0.0,2.0,0,180.0,33.9,0.0,0.2112
1900-01-01 09:08:38,633.6,33.9,0.0,2.0,0,182.0,33.9,0.0,0.2112
1900-01-01 09:08:41,633.6,33.9,0.0,3.0,0,185.0,33.9,0.0,0.2112
1900-01-01 09:08:43,633.6,33.9,0.0,2.0,0,187.0,33.9,0.0,0.2112
